target,flow_actual,UP,DOWN,AMB32,SYS
650,656.827,0.659072,0.700786,1082289982,250411369
650,656.084,0.659145,0.701163,1082289983,250413329
650,651.038,0.65922,0.701536,1082289983,250415289
650,648.531,0.659294,0.701921,1082289984,250417249
700,682.48,0.659366,0.702289,1082289986,250419209
700,708.424,0.659442,0.702647,1082289986,250421169
700,705.478,0.65951,0.702987,1082289986,250423129
700,699.364,0.659584,0.703327,1082289987,250425089
700,698.39,0.659661,0.70368,1082289988,250427049
750,732.91,0.659733,0.704037,1082289989,250429009
750,758.064,0.659801,0.704379,1082289990,250430969
750,755.93,0.659875,0.704697,1082289990,250432929
750,749.9,0.65994,0.705028,1082289991,250434889
750,748.538,0.660013,0.705357,1082289992,250436849
800,784.422,0.660117,0.70586,1082289992,250439782
800,808.901,0.66018,0.706169,1082289993,250441744
800,804.199,0.660246,0.706472,1082289993,250443705
800,798.962,0.660313,0.706782,1082289994,250445665
800,798.349,0.660375,0.707099,1082289995,250447625
850,839.745,0.66044,0.707409,1082289995,250449585
850,859.413,0.660499,0.707698,1082289996,250451545
850,853.418,0.660556,0.707979,1082289997,250453505
850,848.306,0.660624,0.708262,1082289997,250455465
850,848.251,0.66069,0.708555,1082289997,250457425
900,891.26,0.660749,0.708846,1082289999,250459385
900,909.523,0.660804,0.709115,1082290000,250461345
900,902.851,0.66087,0.709374,1082290000,250463305
900,898.016,0.660925,0.709652,1082290000,250465265
900,898.369,0.660981,0.709928,1082290001,250467225
950,940.847,0.661044,0.710202,1082290002,250469185
950,959.486,0.661094,0.710466,1082290002,250471145
950,953.903,0.661144,0.710721,1082290003,250473105
950,948.462,0.661199,0.710966,1082290004,250475065
950,948.397,0.661251,0.711223,1082290004,250477025
1000,989.075,0.661311,0.711482,1082290004,250478985
1000,1009.01,0.66136,0.711726,1082290005,250480945
1000,1005.26,0.661409,0.711958,1082290006,250482905
1000,998.965,0.661486,0.712313,1082290006,250485838
1000,997.775,0.661542,0.712548,1082290007,250487800
1050,1037.6,0.66159,0.712786,1082290008,250489761
1050,1058.21,0.661641,0.713018,1082290008,250491721
1050,1056.04,0.66169,0.713246,1082290009,250493681
1050,1050.05,0.661742,0.713471,1082290009,250495641
1050,1047.84,0.66179,0.713703,1082290009,250497601
1100,1083.6,0.661833,0.713928,1082290009,250499561
1100,1107.12,0.661872,0.714145,1082290009,250501521
1100,1107.18,0.661914,0.714366,1082290010,250503481
1100,1101.72,0.661959,0.714586,1082290011,250505441
1100,1098.32,0.662005,0.714805,1082290011,250507401
1150,1130.84,0.662043,0.715027,1082290011,250509361
1150,1155.91,0.662083,0.715239,1082290012,250511321
1150,1157.62,0.662125,0.715447,1082290013,250513281
1150,1153.06,0.662175,0.715654,1082290015,250515241
1150,1149.02,0.662217,0.715862,1082290017,250517201
1200,1177.49,0.662259,0.716072,1082290017,250519161
1200,1204.28,0.662303,0.716273,1082290018,250521121
1200,1208.16,0.66234,0.716463,1082290018,250523081
1200,1204.86,0.662378,0.716653,1082290020,250525041
1200,1200.13,0.662415,0.716845,1082290021,250527001
1250,1223.69,0.662454,0.717046,1082290020,250528961
1250,1252.51,0.66251,0.717328,1082290022,250531894
1250,1257.64,0.662545,0.717508,1082290022,250533856
1250,1255.88,0.662582,0.717685,1082290022,250535817
1250,1251.43,0.662619,0.717873,1082290023,250537777
1300,1271.64,0.662657,0.718057,1082290023,250539737
1300,1299.83,0.662689,0.718237,1082290023,250541697
1300,1307.62,0.662719,0.718412,1082290025,250543657
1300,1306.99,0.662753,0.718588,1082290025,250545617
1300,1303.27,0.662792,0.718764,1082290026,250547577
1350,1320.0,0.66282,0.718941,1082290027,250549537
1350,1348.92,0.662857,0.719112,1082290028,250551497
1350,1356.96,0.662885,0.719276,1082290028,250553457
1350,1357.96,0.662919,0.719441,1082290030,250555417
1350,1354.27,0.662954,0.719614,1082290031,250557377
1400,1367.73,0.662982,0.719782,1082290031,250559337
1400,1396.53,0.663014,0.719952,1082290032,250561297
1400,1405.95,0.663047,0.720116,1082290033,250563257
1400,1408.33,0.663078,0.720273,1082290034,250565217
1400,1405.8,0.663108,0.720431,1082290034,250567177
1450,1417.88,0.663135,0.720588,1082290036,250569137
1450,1446.34,0.663163,0.720751,1082290036,250571097
1450,1456.04,0.663195,0.720903,1082290037,250573057
1450,1458.61,0.66322,0.721058,1082290040,250575017
1450,1456.26,0.663261,0.721284,1082290041,250577950
1500,1469.0,0.663291,0.721436,1082290042,250579912
1500,1498.87,0.663321,0.721582,1082290043,250581873
1500,1506.82,0.663353,0.721729,1082290044,250583833
1500,1508.45,0.663386,0.721874,1082290044,250585793
1500,1504.82,0.663417,0.72202,1082290044,250587753
1550,1518.41,0.663441,0.722167,1082290045,250589713
1550,1547.82,0.663443,0.722255,1082290046,250591673
1550,1555.92,0.663407,0.722008,1082290045,250593633
1550,1558.26,0.663361,0.721563,1082290045,250595593
1550,1555.97,0.663307,0.721008,1082290045,250597553
1600,1568.48,0.663255,0.720414,1082290045,250599513
1600,1597.12,0.663204,0.719792,1082290046,250601473
1600,1605.39,0.663156,0.719179,1082290047,250603433
1600,1608.33,0.66311,0.718564,1082290046,250605393
1600,1606.83,0.663054,0.717936,1082290047,250607353
1650,1618.6,0.662998,0.71729,1082290048,250609313
1650,1646.04,0.662944,0.716638,1082290049,250611273
1650,1654.15,0.662891,0.716016,1082290048,250613233
1650,1657.84,0.662836,0.71541,1082290048,250615193
1650,1657.25,0.662778,0.714793,1082290049,250617153
1700,1669.14,0.662716,0.714164,1082290049,250619113
1700,1695.44,0.662654,0.713538,1082290050,250621073
1700,1703.55,0.662597,0.712941,1082290049,250622984
1700,1707.51,0.662498,0.712076,1082290051,250625968
1700,1708.0,0.662431,0.711498,1082290051,250627929
1750,1719.9,0.662368,0.710915,1082290051,250629889
1750,1746.71,0.662286,0.710338,1082290052,250631849
1750,1754.81,0.662222,0.709809,1082290052,250633809
1750,1758.16,0.662158,0.709283,1082290052,250635769
1750,1757.48,0.66209,0.708751,1082290052,250637729
1800,1769.62,0.662025,0.708212,1082290052,250639689
1800,1797.65,0.661962,0.707694,1082290051,250641649
1800,1804.64,0.661898,0.707218,1082290051,250643609
1800,1807.86,0.661834,0.706756,1082290051,250645569
1800,1807.4,0.661771,0.706288,1082290052,250647529
1850,1819.46,0.661702,0.705806,1082290052,250649489
1850,1846.94,0.661637,0.705328,1082290052,250651449
1850,1853.83,0.661576,0.704891,1082290051,250653409
1850,1857.15,0.661514,0.704471,1082290051,250655369
1850,1857.56,0.661447,0.704031,1082290050,250657329
1900,1869.83,0.66138,0.7036,1082290050,250659289
1900,1896.39,0.661309,0.703161,1082290051,250661249
1900,1903.52,0.661243,0.70276,1082290050,250663209
1900,1907.2,0.661189,0.702375,1082290050,250665169
1900,1908.15,0.661127,0.701974,1082290050,250667129
1950,1920.29,0.661041,0.701393,1082290049,250670062
1950,1946.62,0.660979,0.701016,1082290049,250672024
1950,1953.63,0.660928,0.700661,1082290048,250673985
1950,1957.37,0.660872,0.700306,1082290048,250675945
1950,1958.16,0.660817,0.699944,1082290049,250677905
2000,1969.48,0.66076,0.699577,1082290048,250679865
2000,1995.86,0.660704,0.69922,1082290048,250681825
2000,2003.6,0.660654,0.69889,1082290048,250683785
2000,2007.06,0.660599,0.698552,1082290047,250685745
2000,2008.21,0.660545,0.698209,1082290047,250687705
2050,2019.96,0.660492,0.697857,1082290047,250689665
2050,2045.06,0.660438,0.697525,1082290047,250691625
2050,2052.85,0.660386,0.697215,1082290046,250693585
2050,2056.69,0.66034,0.696904,1082290047,250695545
2050,2058.51,0.660295,0.696589,1082290048,250697505
2100,2070.37,0.660242,0.696275,1082290048,250699465
2100,2096.23,0.660193,0.69597,1082290048,250701425
2100,2103.85,0.660159,0.69568,1082290047,250703385
2100,2107.56,0.660115,0.695389,1082290046,250705345
2100,2108.1,0.660068,0.695103,1082290047,250707305
2150,2118.65,0.660022,0.694815,1082290046,250709265
2150,2145.16,0.659981,0.694531,1082290046,250711225
2150,2152.6,0.659939,0.694262,1082290046,250713185
2150,2156.25,0.659903,0.694,1082290047,250715096
2150,2158.16,0.659846,0.693583,1082290046,250718080
2200,2171.09,0.659797,0.693308,1082290046,250720041
2200,2195.52,0.659761,0.693037,1082290046,250722001
2200,2202.71,0.659727,0.692785,1082290046,250723961
2200,2206.32,0.659693,0.69254,1082290045,250725921
2200,2208.64,0.659663,0.69228,1082290046,250727881
2250,2220.15,0.659627,0.692019,1082290046,250729841
2250,2246.52,0.659598,0.691772,1082290046,250731801
2250,2252.33,0.659568,0.691539,1082290046,250733761
2250,2255.82,0.659541,0.691302,1082290046,250735721
2250,2257.67,0.65951,0.691066,1082290047,250737681
2300,2270.56,0.659483,0.690829,1082290046,250739641
2300,2296.58,0.659449,0.690592,1082290046,250741601
2300,2303.34,0.659426,0.690366,1082290045,250743561
2300,2305.01,0.659396,0.690143,1082290046,250745521
2300,2305.02,0.659366,0.689916,1082290046,250747481
2350,2327.92,0.65934,0.689699,1082290046,250749441
2350,2347.01,0.659317,0.689481,1082290046,250751401
2350,2352.61,0.659296,0.689267,1082290047,250753361
2350,2355.97,0.659277,0.689057,1082290046,250755321
2350,2357.89,0.659251,0.68884,1082290046,250757281
2400,2369.96,0.659227,0.688623,1082290047,250759241
2400,2394.45,0.659204,0.688408,1082290047,250761152
2400,2402.09,0.659165,0.688109,1082290047,250764136
2400,2405.77,0.659139,0.687902,1082290046,250766097
2400,2408.65,0.659118,0.687703,1082290045,250768057
2450,2419.2,0.659097,0.687502,1082290045,250770017
2450,2443.8,0.659072,0.687305,1082290044,250771977
2450,2452.37,0.659059,0.687126,1082290044,250773937
2450,2456.09,0.659045,0.686937,1082290044,250775897
2450,2459.17,0.659026,0.686754,1082290044,250777857
2500,2469.83,0.65901,0.686564,1082290044,250779817
2500,2492.87,0.658993,0.68638,1082290045,250781777
2500,2501.6,0.658977,0.6862,1082290045,250783737
2500,2505.41,0.658965,0.686027,1082290045,250785697
2500,2508.56,0.658951,0.685854,1082290045,250787657
300,127.931,0.65894,0.685674,1082290045,250789617
300,334.845,0.658956,0.685557,1082290044,250791577
300,298.842,0.659008,0.685816,1082290045,250793537
300,297.238,0.659076,0.686265,1082290044,250795497
300,300.371,0.65915,0.686798,1082290043,250797457
350,339.375,0.659217,0.687372,1082290043,250799417
350,358.106,0.659285,0.687971,1082290043,250801377
350,356.281,0.659354,0.688563,1082290043,250803337
350,351.128,0.659421,0.689173,1082290044,250805297
350,347.734,0.659492,0.689787,1082290044,250807208
400,385.842,0.659615,0.690736,1082290043,250810192
400,406.416,0.65969,0.691339,1082290043,250812153
400,405.395,0.659765,0.691934,1082290043,250814113
400,401.537,0.659844,0.692535,1082290043,250816073
400,398.515,0.659923,0.69314,1082290044,250818033
450,428.637,0.66001,0.693762,1082290044,250819993
450,453.775,0.660091,0.694344,1082290045,250821953
450,457.205,0.660171,0.694907,1082290046,250823913
450,454.653,0.660259,0.695474,1082290046,250825873
450,451.438,0.660346,0.696043,1082290046,250827833
500,473.195,0.660432,0.696613,1082290046,250829793
500,503.898,0.660516,0.697176,1082290047,250831753
500,507.343,0.660595,0.697689,1082290047,250833713
500,503.511,0.660682,0.698185,1082290049,250835673
500,499.533,0.660766,0.698697,1082290049,250837633
550,527.367,0.660859,0.699229,1082290051,250839593
550,553.691,0.660954,0.699751,1082290051,250841553
550,558.141,0.661038,0.700204,1082290053,250843513
550,554.39,0.661123,0.700664,1082290054,250845473
550,549.829,0.661204,0.701126,1082290055,250847433
600,573.479,0.661293,0.701599,1082290056,250849393
600,604.759,0.661379,0.702063,1082290056,250851353
600,607.226,0.661507,0.702688,1082290058,250854286
600,602.523,0.661589,0.703112,1082290058,250856248
600,599.227,0.661677,0.703533,1082290059,250858210
650,627.97,0.661762,0.703959,1082290059,250860170
650,657.016,0.661842,0.704355,1082290059,250862130
650,656.02,0.66192,0.704728,1082290061,250864090
650,650.983,0.662004,0.705117,1082290062,250866050
650,648.531,0.662081,0.705508,1082290062,250868010
700,683.459,0.662159,0.705905,1082290063,250869970
700,707.823,0.662242,0.706283,1082290064,250871930
700,705.291,0.66232,0.706645,1082290065,250873890
700,699.959,0.662413,0.707001,1082290066,250875850
700,698.535,0.662489,0.707368,1082290066,250877810
750,733.476,0.662573,0.707731,1082290067,250879770
750,758.169,0.662649,0.708073,1082290068,250881730
750,755.743,0.662733,0.708406,1082290069,250883690
750,749.846,0.662815,0.708739,1082290070,250885650
750,748.547,0.662891,0.70908,1082290071,250887610
800,785.031,0.662966,0.709417,1082290071,250889570
800,808.58,0.66304,0.709738,1082290072,250891530
800,804.251,0.663115,0.710043,1082290073,250893490
800,798.784,0.663191,0.710354,1082290074,250895450
800,798.609,0.663264,0.710666,1082290074,250897410
850,840.085,0.663338,0.710982,1082290075,250899320
850,859.309,0.663438,0.711436,1082290077,250902304
850,853.353,0.663505,0.711735,1082290077,250904266
850,848.026,0.663576,0.712034,1082290079,250906226
850,848.466,0.663643,0.712338,1082290080,250908186
900,891.172,0.663716,0.712635,1082290081,250910146
900,909.448,0.663779,0.712919,1082290082,250912106
900,903.199,0.663849,0.713192,1082290083,250914066
900,898.018,0.66391,0.713472,1082290084,250916026
900,898.271,0.663973,0.71376,1082290085,250917986
950,941.251,0.664036,0.714041,1082290086,250919946
950,959.165,0.664096,0.7143,1082290087,250921906
950,953.914,0.664156,0.714557,1082290088,250923866
950,948.619,0.664216,0.714817,1082290089,250925826
950,947.906,0.664269,0.715085,1082290089,250927786
1000,989.725,0.664331,0.715351,1082290090,250929746
1000,1008.83,0.664386,0.715595,1082290091,250931706
1000,1004.95,0.664442,0.715836,1082290092,250933666
1000,999.65,0.664498,0.716092,1082290093,250935626
1000,997.748,0.664554,0.716335,1082290094,250937586
1050,1037.0,0.664611,0.716591,1082290095,250939546
1050,1058.48,0.664665,0.71683,1082290096,250941506
1050,1056.19,0.664724,0.71706,1082290096,250943466
1050,1049.83,0.664778,0.717295,1082290097,250945376
1050,1047.73,0.664851,0.717652,1082290098,250948360
1100,1083.33,0.664909,0.717885,1082290098,250950322
1100,1107.28,0.664965,0.718115,1082290100,250952282
1100,1107.22,0.665016,0.718334,1082290100,250954242
1100,1101.64,0.665069,0.718563,1082290102,250956202
1100,1098.3,0.66512,0.718789,1082290102,250958162
1150,1130.99,0.66517,0.719012,1082290103,250960122
1150,1155.72,0.665217,0.719217,1082290105,250962082
1150,1157.75,0.665264,0.719425,1082290106,250964042
1150,1153.03,0.66531,0.719628,1082290106,250966002
1150,1149.43,0.665352,0.719845,1082290106,250967962
1200,1177.24,0.6654,0.720058,1082290107,250969922
1200,1204.03,0.665446,0.72027,1082290107,250971882
1200,1208.14,0.665496,0.720476,1082290108,250973842
1200,1204.85,0.665537,0.72067,1082290110,250975802
1200,1200.19,0.665587,0.720868,1082290110,250977762
1250,1223.69,0.665632,0.721075,1082290112,250979722
1250,1252.38,0.665678,0.721275,1082290112,250981682
1250,1257.98,0.665717,0.72146,1082290113,250983642
1250,1256.14,0.665755,0.72165,1082290112,250985602
1250,1251.56,0.665796,0.721843,1082290114,250987562
1300,1271.45,0.665831,0.722033,1082290114,250989522
1300,1300.45,0.66587,0.722224,1082290115,250991432
1300,1307.52,0.665926,0.722495,1082290116,250994416
1300,1307.08,0.665963,0.722686,1082290117,250996378
1300,1303.1,0.666006,0.722875,1082290117,250998338
1350,1320.5,0.666041,0.723056,1082290118,251000298
1350,1348.74,0.666081,0.723231,1082290119,251002258
1350,1356.83,0.666119,0.723404,1082290120,251004218
1350,1357.88,0.666156,0.723579,1082290121,251006178
1350,1354.37,0.666195,0.723756,1082290122,251008138
1400,1368.08,0.666233,0.723934,1082290123,251010098
1400,1396.51,0.66627,0.724105,1082290123,251012058
1400,1405.85,0.666308,0.724267,1082290125,251014018
1400,1408.26,0.666339,0.724436,1082290125,251015978
1400,1405.78,0.666373,0.724598,1082290126,251017938
1450,1418.05,0.666412,0.724764,1082290127,251019898
1450,1446.46,0.666448,0.724925,1082290128,251021858
1450,1456.15,0.666477,0.725083,1082290130,251023818
1450,1458.73,0.666508,0.725234,1082290130,251025778
1450,1456.09,0.666544,0.725389,1082290131,251027738
1500,1468.66,0.666572,0.725543,1082290132,251029698
1500,1499.25,0.666603,0.725697,1082290133,251031658
1500,1507.03,0.666636,0.725851,1082290133,251033618
1500,1508.25,0.666659,0.726001,1082290134,251035578
1500,1504.59,0.666694,0.726145,1082290135,251037488
1550,1518.65,0.66674,0.726371,1082290136,251040472
1550,1548.07,0.666741,0.726451,1082290137,251042434
1550,1556.05,0.666704,0.726165,1082290137,251044394
1550,1558.39,0.666653,0.725696,1082290139,251046354
1550,1555.96,0.666599,0.725144,1082290140,251048314
1600,1568.24,0.66655,0.724547,1082290140,251050274
1600,1597.17,0.666492,0.723924,1082290142,251052234
1600,1605.53,0.666443,0.72331,1082290141,251054194
1600,1608.37,0.666392,0.722683,1082290142,251056154
1600,1606.7,0.66634,0.72205,1082290142,251058114
1650,1618.56,0.66628,0.721397,1082290143,251060074
1650,1646.42,0.666219,0.720744,1082290144,251062034
1650,1654.32,0.666164,0.720122,1082290143,251063994
1650,1657.85,0.666101,0.7195,1082290143,251065954
1650,1657.12,0.666037,0.718883,1082290143,251067914
1700,1668.93,0.665976,0.718247,1082290144,251069874
1700,1695.39,0.66591,0.717608,1082290145,251071834
1700,1703.6,0.66585,0.717016,1082290144,251073794
1700,1707.83,0.665784,0.716427,1082290145,251075754
1700,1708.15,0.665715,0.715841,1082290144,251077714
1750,1719.18,0.665646,0.715242,1082290145,251079674
1750,1746.95,0.665576,0.714647,1082290145,251081634
1750,1754.73,0.665513,0.714083,1082290146,251083544
1750,1758.0,0.665408,0.713307,1082290144,251086528
1750,1757.34,0.665338,0.712778,1082290144,251088490
1800,1769.9,0.665263,0.712225,1082290144,251090450
1800,1797.54,0.665193,0.711688,1082290144,251092410
1800,1804.54,0.665125,0.711217,1082290145,251094370
1800,1807.77,0.665058,0.710741,1082290146,251096330
1800,1807.23,0.664991,0.710268,1082290146,251098290
1850,1819.35,0.664924,0.709778,1082290146,251100250
1850,1846.86,0.664857,0.7093,1082290146,251102210
1850,1854.1,0.664794,0.70886,1082290145,251104170
1850,1857.47,0.664734,0.708429,1082290145,251106130
1850,1857.61,0.664667,0.707991,1082290145,251108090
1900,1869.67,0.6646,0.707553,1082290144,251110050
1900,1896.89,0.664537,0.707125,1082290144,251112010
1900,1904.02,0.664479,0.706723,1082290145,251113970
1900,1907.47,0.664416,0.706339,1082290145,251115930
1900,1907.79,0.664356,0.705942,1082290145,251117890
1950,1920.08,0.664294,0.705541,1082290146,251119850
1950,1946.26,0.66423,0.705142,1082290145,251121810
